1	1
1	2
1	3
2	4
2	5
2	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	14
4	15
4	16
4	17
4	18
4	19
4	20
5	13
6	2
6	7
6	9
6	10
6	13
6	14
6	16
6	19
6	21
6	22
6	23
6	24
6	25
6	26
6	27
6	28
6	29
6	30
6	31
6	32
6	33
6	34
6	35
6	36
6	37
6	38
6	39
6	40
6	41
6	42
6	43
6	44
6	45
6	46
6	47
6	48
6	49
6	50
6	51
6	52
6	53
6	54
6	55
6	56
6	57
6	58
7	14
8	11
8	28
8	29
8	32
8	44
8	48
8	49
8	55
8	59
8	60
8	61
8	62
8	63
8	64
8	65
8	66
8	67
8	68
8	69
8	70
8	71
8	72
8	73
8	74
8	75
8	76
8	77
8	78
8	79
8	80
8	81
8	82
8	83
8	84
8	85
8	86
8	87
8	88
8	89
8	90
8	91
8	92
8	93
8	94
8	95
8	96
8	97
8	98
8	99
8	100
8	101
8	102
8	103
8	104
8	105
8	106
8	107
8	108
9	38
9	40
9	44
9	109
9	110
9	111
9	112
9	113
10	36
10	38
10	40
10	44
10	111
10	114
10	115
10	116
11	2
11	7
11	9
11	10
11	13
11	15
11	16
11	18
11	19
11	24
11	25
11	28
11	33
11	35
11	36
11	38
11	39
11	40
11	44
11	53
11	54
11	65
11	69
11	79
11	106
11	109
11	111
11	114
11	116
11	117
11	118
11	119
11	120
11	121
11	122
11	123
11	124
11	125
11	126
11	127
11	128
11	129
11	130
11	131
11	132
11	133
11	134
11	135
11	136
11	137
12	14
12	34
12	82
12	138
13	14
13	88
14	14
15	46
15	65
15	120
15	139
16	5
16	6
16	14
16	18
16	21
16	28
16	36
16	43
16	60
16	65
16	120
16	122
16	140
16	141
16	142
16	143
16	144
16	145
16	146
16	147
16	148
17	13
17	69
17	149
18	150
19	26
19	49
20	43
21	138
22	43
22	75
23	124
24	27
24	69
24	70
24	142
24	151
24	152
24	153
25	14
26	5
26	6
26	14
26	15
26	16
26	79
26	80
26	81
26	154
26	155
26	156
27	36
27	80
27	149
28	8
28	14
28	36
28	80
28	149
29	15
29	16
30	12
30	157
31	12
31	18
32	3
32	12
32	13
32	18
32	19
32	40
32	47
32	71
32	75
32	88
32	121
32	141
32	158
32	159
32	160
32	161
33	7
33	18
33	19
33	24
33	27
33	46
33	59
33	68
33	69
33	70
33	117
33	118
33	119
33	127
33	151
33	162
33	163
33	164
34	11
34	14
34	16
34	22
34	29
34	46
34	122
34	124
34	130
34	140
34	141
34	165
34	166
34	167
34	168
34	169
34	170
35	6
35	9
35	10
35	14
35	16
35	17
35	18
35	19
35	24
35	27
35	28
35	44
35	46
35	58
35	68
35	86
35	88
35	109
35	125
35	171
35	172
35	173
35	174
36	16
36	17
36	19
36	34
36	47
36	68
36	75
36	79
36	80
36	81
36	155
36	158
36	175
36	176
36	177
36	178
36	179
37	1
37	20
37	168
38	12
38	14
38	18
38	22
38	29
38	34
38	55
38	56
38	57
38	68
38	70
38	77
38	106
38	111
38	120
38	121
38	124
38	126
38	157
38	160
38	168
38	178
38	180
38	181
38	182
38	183
38	184
38	185
38	186
38	187
38	188
38	189
38	190
39	13
40	8
40	28
40	43
40	52
40	55
40	71
40	75
40	106
40	136
40	158
40	191
40	192
40	193
40	194
40	195
40	196
41	2
41	7
41	8
41	9
41	10
41	14
41	33
41	37
41	38
41	39
41	40
41	47
41	50
41	52
41	124
41	131
41	178
42	18
42	19
43	5
43	6
44	10
44	92
44	108
44	125
44	138
44	148
44	162
44	164
44	197
44	198
44	199
45	200
46	14
46	164
47	154
48	44
49	14
49	88
49	125
49	148
49	180
49	201
49	202
50	1
50	2
50	3
50	5
50	6
50	7
50	8
50	9
50	10
50	12
50	13
50	14
50	15
50	16
50	17
50	18
50	19
50	21
50	23
50	24
50	25
50	26
50	27
50	28
50	29
50	30
50	31
50	32
50	34
50	35
50	36
50	37
50	38
50	39
50	40
50	41
50	42
50	43
50	44
50	45
50	46
50	47
50	48
50	49
50	50
50	51
50	52
50	55
50	56
50	59
50	60
50	65
50	68
50	69
50	70
50	71
50	72
50	75
50	76
50	77
50	78
50	79
50	80
50	81
50	82
50	83
50	84
50	86
50	87
50	88
50	94
50	96
50	106
50	109
50	110
50	117
50	118
50	119
50	120
50	121
50	122
50	123
50	125
50	126
50	128
50	129
50	130
50	131
50	134
50	138
50	140
50	141
50	142
50	144
50	146
50	148
50	149
50	150
50	154
50	155
50	157
50	158
50	162
50	163
50	164
50	166
50	167
50	168
50	169
50	171
50	172
50	173
50	176
50	177
50	178
50	180
50	190
50	191
50	194
50	195
50	196
50	199
50	200
50	201
50	203
50	204
50	205
50	206
50	207
50	208
50	209
50	210
50	211
50	212
50	213
50	214
50	215
50	216
50	217
50	218
50	219
50	220
50	221
50	222
50	223
50	224
50	225
50	226
50	227
50	228
50	229
50	230
50	231
50	232
50	233
50	234
50	235
50	236
50	237
50	238
50	239
50	240
50	241
50	242
50	243
50	244
50	245
50	246
50	247
50	248
50	249
50	250
50	251
50	252
50	253
50	254
50	255
50	256
50	257
50	258
50	259
50	260
50	261
50	262
50	263
50	264
50	265
50	266
50	267
50	268
50	269
50	270
50	271
50	272
50	273
50	274
50	275
50	276
50	277
50	278
50	279
50	280
51	18
51	19
51	28
51	43
51	55
51	56
51	71
51	75
51	158
51	172
52	40
52	190
53	7
53	10
53	13
53	14
53	19
53	23
53	30
53	31
53	33
53	37
53	38
53	39
53	42
53	43
53	46
53	50
53	65
53	68
53	79
53	88
53	110
53	120
53	125
53	131
53	164
53	165
53	166
53	168
53	171
53	175
53	191
53	192
53	193
53	194
53	199
53	230
53	231
53	246
53	280
53	281
53	282
53	283
54	1
54	10
54	28
54	30
54	31
54	56
54	71
54	72
54	75
54	91
54	120
54	123
54	145
54	154
54	157
54	181
54	275
54	284
54	285
54	286
54	287
54	288
54	289
54	290
54	291
54	292
54	293
54	294
54	295
54	296
55	14
56	8
56	30
56	31
56	37
56	38
56	52
56	280
57	230
58	14
58	112
58	150
59	1
59	2
59	3
59	4
59	5
59	6
59	7
59	8
59	10
59	11
59	12
59	13
59	14
59	15
59	17
59	18
59	19
59	20
59	21
59	22
59	23
59	24
59	25
59	26
59	27
59	28
59	29
59	30
59	31
59	32
59	33
59	36
59	37
59	38
59	39
59	40
59	42
59	43
59	44
59	46
59	47
59	48
59	50
59	54
59	55
59	56
59	58
59	59
59	60
59	65
59	68
59	69
59	70
59	71
59	72
59	75
59	76
59	77
59	79
59	80
59	81
59	82
59	83
59	84
59	87
59	88
59	89
59	91
59	92
59	104
59	106
59	107
59	109
59	110
59	111
59	112
59	113
59	114
59	116
59	117
59	118
59	119
59	120
59	123
59	124
59	125
59	128
59	130
59	131
59	132
59	136
59	138
59	140
59	141
59	143
59	145
59	146
59	147
59	149
59	151
59	153
59	154
59	155
59	157
59	158
59	159
59	161
59	162
59	163
59	164
59	165
59	167
59	168
59	169
59	171
59	172
59	173
59	175
59	176
59	178
59	180
59	181
59	182
59	183
59	185
59	187
59	193
59	194
59	196
59	197
59	199
59	201
59	202
59	204
59	208
59	213
59	216
59	217
59	219
59	221
59	222
59	223
59	224
59	225
59	227
59	230
59	234
59	235
59	236
59	237
59	240
59	241
59	244
59	246
59	247
59	250
59	251
59	252
59	254
59	263
59	264
59	266
59	269
59	271
59	273
59	280
59	295
59	297
59	298
59	299
59	300
59	301
59	302
59	303
59	304
59	305
59	306
59	307
59	308
59	309
59	310
59	311
59	312
59	313
59	314
59	315
59	316
59	317
59	318
59	319
59	320
59	321
59	322
59	323
59	324
59	325
59	326
59	327
59	328
59	329
59	330
59	331
59	332
59	333
59	334
59	335
59	336
59	337
59	338
59	339
59	340
59	341
59	342
59	343
60	14
60	19
61	1
61	2
61	3
61	6
61	7
61	9
61	10
61	11
61	12
61	13
61	14
61	15
61	17
61	18
61	19
61	22
61	24
61	25
61	26
61	28
61	30
61	31
61	34
61	38
61	39
61	42
61	44
61	46
61	47
61	51
61	52
61	53
61	54
61	56
61	60
61	65
61	68
61	69
61	77
61	78
61	79
61	87
61	88
61	91
61	106
61	109
61	110
61	114
61	117
61	119
61	124
61	125
61	135
61	138
61	141
61	146
61	148
61	151
61	154
61	155
61	156
61	163
61	165
61	166
61	169
61	171
61	176
61	177
61	178
61	182
61	196
61	200
61	207
61	210
61	214
61	216
61	219
61	223
61	243
61	252
61	265
61	266
61	267
61	272
61	280
61	306
61	315
61	331
61	343
61	344
61	345
61	346
61	347
61	348
61	349
62	77
63	2
63	7
63	8
63	9
63	10
63	11
63	13
63	14
63	18
63	19
63	23
63	24
63	25
63	26
63	36
63	37
63	38
63	39
63	40
63	41
63	42
63	44
63	45
63	49
63	51
63	52
63	55
63	56
63	58
63	59
63	60
63	68
63	76
63	77
63	81
63	88
63	91
63	94
63	95
63	105
63	106
63	109
63	113
63	117
63	118
63	119
63	120
63	123
63	126
63	130
63	138
63	141
63	143
63	146
63	148
63	149
63	150
63	152
63	154
63	155
63	158
63	160
63	162
63	163
63	164
63	165
63	172
63	175
63	180
63	183
63	199
63	200
63	204
63	208
63	214
63	219
63	223
63	225
63	230
63	234
63	235
63	238
63	240
63	241
63	242
63	247
63	252
63	272
63	273
63	281
63	286
63	287
63	288
63	289
63	290
63	291
63	292
63	293
63	305
63	306
63	326
63	350
63	351
63	352
63	353
63	354
63	355
64	6
64	9
64	10
64	14
64	65
64	88
64	109
64	118
64	138
64	356
65	1
65	3
65	9
65	10
65	12
65	13
65	14
65	15
65	16
65	17
65	18
65	19
65	22
65	23
65	24
65	29
65	30
65	36
65	39
65	40
65	42
65	43
65	44
65	47
65	50
65	51
65	55
65	60
65	65
65	69
65	71
65	72
65	75
65	77
65	78
65	79
65	88
65	92
65	97
65	109
65	110
65	114
65	119
65	120
65	122
65	125
65	131
65	141
65	146
65	148
65	154
65	155
65	157
65	160
65	164
65	165
65	167
65	169
65	171
65	173
65	175
65	176
65	178
65	180
65	181
65	216
65	222
65	223
65	227
65	246
65	276
65	278
65	281
65	295
65	319
65	322
65	357
65	358
65	359
65	360
66	11
66	15
66	16
66	91
66	138
66	308
67	14
67	77
67	110
67	138
67	219
68	2
68	3
68	14
68	19
68	24
68	164
69	11
69	14
69	15
69	16
69	29
69	36
69	65
69	78
69	110
69	126
69	138
69	148
69	168
69	227
69	308
70	14
70	88
71	46
71	125
72	117
73	306
74	193
74	194
75	19
75	89
75	149
75	228
76	2
76	18
76	136
76	141
76	166
77	141
78	223
79	223
80	76
80	120
80	168
81	18
82	8
82	14
82	24
82	38
82	39
82	48
82	110
82	141
82	149
82	194
82	316
82	361
82	362
83	7
83	14
83	46
84	93
85	15
86	8
86	10
86	88
86	219
87	6
88	119
88	141
88	182
88	216
89	19
90	9
90	10
90	14
90	19
90	24
90	363
91	10
91	22
91	24
91	28
92	1
92	5
92	6
92	7
92	8
92	9
92	10
92	12
92	13
92	14
92	15
92	17
92	18
92	19
92	22
92	23
92	24
92	27
92	28
92	32
92	33
92	38
92	39
92	42
92	43
92	46
92	47
92	50
92	53
92	55
92	59
92	60
92	65
92	71
92	75
92	79
92	81
92	88
92	117
92	118
92	119
92	120
92	121
92	122
92	126
92	135
92	140
92	142
92	148
92	157
92	158
92	161
92	162
92	163
92	164
92	172
92	173
92	175
92	178
92	208
92	223
92	224
92	227
92	230
92	240
92	241
92	254
92	256
92	270
92	273
92	314
92	325
92	338
92	364
92	365
92	366
92	367
92	368
93	2
93	3
93	5
93	7
93	8
93	9
93	10
93	11
93	13
93	14
93	15
93	16
93	17
93	18
93	19
93	21
93	22
93	23
93	24
93	25
93	27
93	28
93	29
93	30
93	31
93	35
93	36
93	37
93	38
93	39
93	40
93	43
93	44
93	45
93	46
93	48
93	49
93	50
93	51
93	52
93	55
93	56
93	57
93	59
93	63
93	65
93	68
93	69
93	70
93	71
93	72
93	75
93	76
93	77
93	78
93	79
93	83
93	84
93	85
93	86
93	87
93	88
93	89
93	91
93	95
93	106
93	113
93	114
93	116
93	117
93	118
93	122
93	123
93	125
93	127
93	128
93	130
93	131
93	136
93	138
93	140
93	141
93	143
93	146
93	148
93	149
93	150
93	157
93	158
93	166
93	168
93	169
93	172
93	174
93	175
93	176
93	177
93	178
93	180
93	189
93	193
93	194
93	198
93	200
93	202
93	203
93	204
93	210
93	216
93	218
93	219
93	223
93	224
93	225
93	234
93	238
93	239
93	242
93	246
93	252
93	265
93	270
93	271
93	272
93	275
93	280
93	295
93	304
93	307
93	308
93	309
93	314
93	321
93	345
93	346
93	349
93	355
93	357
93	358
93	369
93	370
93	371
93	372
93	373
93	374
93	375
93	376
94	19
95	2
95	3
95	4
95	14
95	15
95	24
95	46
95	55
95	88
95	114
95	125
95	204
95	216
95	239
95	306
95	316
95	377
96	18
97	2
97	5
97	13
97	22
97	24
97	32
97	38
97	39
97	59
97	73
97	89
97	138
97	140
97	162
97	168
97	335
98	14
98	78
98	80
98	126
99	19
100	54
100	82
100	138
100	177
100	234
100	235
100	236
100	323
101	121
101	182
101	378
102	14
102	19
102	128
103	14
